"Story","Title","Result","Date","Stability","Duration (s)"
"As a user I want to validate few features of exchangeRate website","Get Weather at given city","SUCCESS","2022-02-20T03:43:54.039+05:30[Asia/Calcutta]","0.0","5.83"
